Strains	Genome_files/Sinorhizobium/Ensifer_adhaerens_AG1206	Genome_files/Sinorhizobium/Ensifer_adhaerens_Casida_A	Genome_files/Sinorhizobium/Ensifer_adhaerens_L18	Genome_files/Sinorhizobium/Ensifer_adhaerens_M78	Genome_files/Sinorhizobium/Ensifer_adhaerens_OV14	Genome_files/Sinorhizobium/Ensifer_adhaerens_SD006	Genome_files/Sinorhizobium/Ensifer_adhaerens_ST2	Genome_files/Sinorhizobium/Ensifer_adhaerens_WJB133_25_10	Genome_files/Sinorhizobium/Ensifer_alkalisoli_YIC4027	Genome_files/Sinorhizobium/Ensifer_aridi_JNVU_TP6	Genome_files/Sinorhizobium/Ensifer_aridi_LEM451	Genome_files/Sinorhizobium/Ensifer_aridi_LEM457	Genome_files/Sinorhizobium/Ensifer_aridi_LMR001	Genome_files/Sinorhizobium/Ensifer_aridi_LMR013	Genome_files/Sinorhizobium/Ensifer_aridi_TW10	Genome_files/Sinorhizobium/Ensifer_glycinis_CCBAU_23380	Genome_files/Sinorhizobium/Ensifer_morelense_Lc04	Genome_files/Sinorhizobium/Ensifer_psoraleae_CCBAU_65732	Genome_files/Sinorhizobium/Ensifer_sesbaniae_CCBAU_65729	Genome_files/Sinorhizobium/Ensifer_shofinae_CCBAU_251167	Genome_files/Sinorhizobium/Ensifer_sojae_CCBAU_05684	Genome_files/Sinorhizobium/Ensifer_sp_1H6	Genome_files/Sinorhizobium/Ensifer_sp_AP48	Genome_files/Sinorhizobium/Ensifer_sp_BR816	Genome_files/Sinorhizobium/Ensifer_sp_LC11	Genome_files/Sinorhizobium/Ensifer_sp_LC13	Genome_files/Sinorhizobium/Ensifer_sp_LC14	Genome_files/Sinorhizobium/Ensifer_sp_LC163	Genome_files/Sinorhizobium/Ensifer_sp_LC384	Genome_files/Sinorhizobium/Ensifer_sp_LC499	Genome_files/Sinorhizobium/Ensifer_sp_LC54	Genome_files/Sinorhizobium/Ensifer_sp_LCM_4579	Genome_files/Sinorhizobium/Ensifer_sp_M14	Genome_files/Sinorhizobium/Ensifer_sp_MMN_5	Genome_files/Sinorhizobium/Ensifer_sp_NM_2	Genome_files/Sinorhizobium/Ensifer_sp_OV372	Genome_files/Sinorhizobium/Ensifer_sp_Root1252	Genome_files/Sinorhizobium/Ensifer_sp_Root127	Genome_files/Sinorhizobium/Ensifer_sp_Root1298	Genome_files/Sinorhizobium/Ensifer_sp_Root1312	Genome_files/Sinorhizobium/Ensifer_sp_Root142	Genome_files/Sinorhizobium/Ensifer_sp_Root231	Genome_files/Sinorhizobium/Ensifer_sp_Root258	Genome_files/Sinorhizobium/Ensifer_sp_Root278	Genome_files/Sinorhizobium/Ensifer_sp_Root31	Genome_files/Sinorhizobium/Ensifer_sp_Root423	Genome_files/Sinorhizobium/Ensifer_sp_Root558	Genome_files/Sinorhizobium/Ensifer_sp_Root74	Genome_files/Sinorhizobium/Ensifer_sp_Root954	Genome_files/Sinorhizobium/Ensifer_sp_T2_8	Genome_files/Sinorhizobium/Ensifer_sp_USDA_6670	Genome_files/Sinorhizobium/Ensifer_sp_WSM1721	Genome_files/Sinorhizobium/Ensifer_sp_YR511	Genome_files/Sinorhizobium/Ensifer_sp_ZNC0028	Genome_files/Sinorhizobium/Sinorhizobium_americanum_CCGM7	Genome_files/Sinorhizobium/Sinorhizobium_americanum_CFNEI_156	Genome_files/Sinorhizobium/Sinorhizobium_americanum_CFNEI_73	Genome_files/Sinorhizobium/Sinorhizobium_americanum_FG01	Genome_files/Sinorhizobium/Sinorhizobium_americanum_NG07B	Genome_files/Sinorhizobium/Sinorhizobium_arboris_LMG_14919	Genome_files/Sinorhizobium/Sinorhizobium_fredii_CCBAU_05557	Genome_files/Sinorhizobium/Sinorhizobium_fredii_CCBAU_25509	Genome_files/Sinorhizobium/Sinorhizobium_fredii_CCBAU_45436	Genome_files/Sinorhizobium/Sinorhizobium_fredii_CCBAU_83622	Genome_files/Sinorhizobium/Sinorhizobium_fredii_CCBAU_83643	Genome_files/Sinorhizobium/Sinorhizobium_fredii_CCBAU_83666	Genome_files/Sinorhizobium/Sinorhizobium_fredii_CCBAU_83753	Genome_files/Sinorhizobium/Sinorhizobium_fredii_GR64	Genome_files/Sinorhizobium/Sinorhizobium_fredii_HH103	Genome_files/Sinorhizobium/Sinorhizobium_fredii_NGR234	Genome_files/Sinorhizobium/Sinorhizobium_fredii_NXT3	Genome_files/Sinorhizobium/Sinorhizobium_fredii_PCH1	Genome_files/Sinorhizobium/Sinorhizobium_fredii_USDA_205	Genome_files/Sinorhizobium/Sinorhizobium_fredii_USDA_257	Genome_files/Sinorhizobium/Sinorhizobium_medicae_DI28	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str10	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str11	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str12	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str13	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str14	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str15	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str16	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str17	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str18	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str1	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str3	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str6	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str7	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str8	Genome_files/Sinorhizobium/Sinorhizobium_medicae_Str9	Genome_files/Sinorhizobium/Sinorhizobium_medicae_WSM1115	Genome_files/Sinorhizobium/Sinorhizobium_medicae_WSM1369	Genome_files/Sinorhizobium/Sinorhizobium_medicae_WSM244	Genome_files/Sinorhizobium/Sinorhizobium_medicae_WSM419	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_1021	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_1A42	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_2011	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_4H41	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_5A14	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_A0641M	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_A0643DD	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_AC50a	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_AE608H	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_AK11	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_AK170	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_AK555	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_AK58	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_AK75	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_AK83	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_B399	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_B401	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_BL225C	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_BM806	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_BO21CC	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_C0431A	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_C0438LL	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_CCMM_B554_FSM_MA	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_CCNWSX0020	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_CIAM1775	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_CXM1_105	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_DSM_23914	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_GR4	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_GVPV12	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_H1	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_HM006	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_KH35c	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_KH46	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_L5_30	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_M162	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_M270	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_Mlalz_1	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_MVII_I	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_Rm41	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_RMO17	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_RRl128	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_RU11_011	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_SM11	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_T073	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_USDA1021	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_USDA1106	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_USDA1157	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_WSM1022	Genome_files/Sinorhizobium/Sinorhizobium_meliloti_WSM4191	Genome_files/Sinorhizobium/Sinorhizobium_saheli_LMG_7837	Genome_files/Sinorhizobium/Sinorhizobium_sp_A49	Genome_files/Sinorhizobium/Sinorhizobium_sp_BJ1	Genome_files/Sinorhizobium/Sinorhizobium_sp_CCBAU_05631	Genome_files/Sinorhizobium/Sinorhizobium_sp_FG01	Genome_files/Sinorhizobium/Sinorhizobium_sp_GL28	Genome_files/Sinorhizobium/Sinorhizobium_sp_GL2	Genome_files/Sinorhizobium/Sinorhizobium_sp_GW3	Genome_files/Sinorhizobium/Sinorhizobium_sp_LM21	Genome_files/Sinorhizobium/Sinorhizobium_sp_M4_45	Genome_files/Sinorhizobium/Sinorhizobium_sp_NFACC03	Genome_files/Sinorhizobium/Sinorhizobium_sp_NG07B	Genome_files/Sinorhizobium/Sinorhizobium_sp_PC2	Genome_files/Sinorhizobium/Sinorhizobium_sp_Sb3
Genome_files/Sinorhizobium/Ensifer_adhaerens_AG1206	100	98.6242	91.1552	87.71055	83.8138	84.02875	90.4143	98.50205	80.9816	81.47455	81.4613	81.5218	81.46245	81.4588	81.55075	81.8936	84.05815	81.50215	87.2042	81.4682	81.17005	83.7242	87.66375	81.895	87.3649	87.3314	87.37135	84.14735	84.1679	87.37295	84.11315	81.20195	84.0291	81.1953	83.67935	98.59225	83.745	83.724	98.51725	98.522	83.72245	83.7128	83.73755	87.65655	83.77485	98.48585	98.59335	98.53375	98.52545	81.33905	81.14315	81.4718	98.3603	92.77025	81.6885	81.6354	81.6403	81.8874	81.847	81.02225	82.0492	81.95515	81.9881	81.9497	81.97115	81.9543	81.96415	81.8912	81.96215	81.9904	81.91845	81.9536	81.90915	81.6854	80.20525	80.24575	80.2385	80.2585	80.2039	80.27055	80.25945	80.2439	80.21525	80.2958	80.24575	80.27715	80.30655	80.27095	80.22685	80.05195	80.31775	80.3042	80.2872	80.25665	81.2634	81.3029	81.26495	81.12155	81.26465	81.232	81.25345	80.98965	81.2681	81.3453	81.2926	81.2575	81.2968	81.3791	81.29755	81.26415	81.2376	81.355	81.27385	81.2831	81.29475	81.26365	81.25925	81.23565	81.30405	81.29775	81.30005	81.29505	81.284	81.28575	81.29845	81.2416	81.29675	81.2273	81.2775	81.2196	81.29085	81.2939	81.2975	81.25015	81.2114	81.27085	81.2648	81.3647	81.336	81.32255	81.3	81.25505	80.2763	82.2968	84.00825	81.61265	81.91485	81.8815	87.46205	87.46205	98.3874	98.5438	81.1114	87.57525	81.835	81.5201	87.48295
Genome_files/Sinorhizobium/Ensifer_adhaerens_Casida_A	98.6242	100	91.185	87.66415	83.84245	84.01095	90.56785	98.6034	80.9245	81.5207	81.51655	81.56365	81.4358	81.5594	81.55715	81.98355	84.0132	81.5946	87.24435	81.41805	81.17325	83.7198	87.6328	82.0394	87.38635	87.38745	87.40965	84.0661	84.0974	87.388	84.05155	81.2006	84.0447	81.21495	83.67755	99.5447	83.7603	83.7545	98.60255	98.6099	83.71345	83.7423	83.7898	87.6051	83.7405	99.42645	99.4792	98.59735	98.61415	81.27365	81.09235	81.4658	98.41035	92.79385	81.77645	81.67395	81.77855	81.87605	81.9185	81.15435	81.97345	81.98335	82.09295	81.90595	81.9088	81.9535	81.851	81.8325	81.98045	82.1338	82.03655	81.88075	81.92625	81.66725	80.2122	80.26355	80.23975	80.30445	80.1946	80.31435	80.33075	80.2624	80.2201	80.2728	80.26355	80.276	80.2986	80.2564	80.2738	80.02345	80.31335	80.21435	80.2471	80.34985	81.38815	81.3062	81.38115	81.20185	81.3495	81.2376	81.26385	81.0926	81.27035	81.22925	81.35155	81.33395	81.30345	81.34685	81.334	81.3244	81.35925	81.3614	81.31135	81.3554	81.28895	81.26025	81.35775	81.2156	81.2355	81.318	81.29475	81.3867	81.35595	81.3385	81.39215	81.4458	81.369	81.1692	81.4014	81.23135	81.312	81.27205	81.3574	81.3579	81.28165	81.35025	81.31475	81.38045	81.3306	81.41465	81.36425	81.31655	80.29795	82.3107	83.9557	81.5301	81.93155	81.8801	87.5262	87.5262	98.59105	98.68375	81.2102	87.5047	81.92655	81.59635	87.5293
Genome_files/Sinorhizobium/Ensifer_adhaerens_L18	91.1552	91.185	100	87.93675	83.89645	84.11875	92.1144	91.1617	81.03845	81.63275	81.55605	81.5783	81.61575	81.5522	81.631	82.07395	84.1587	81.6529	87.4873	81.50995	81.38025	83.8678	87.80465	82.06785	87.646	87.629	87.63535	84.19165	84.11465	87.6357	84.08305	81.3476	84.14125	81.2547	83.8249	91.11375	83.8588	83.80315	91.189	91.2009	83.7932	83.8798	83.87085	87.84885	83.81265	91.12385	91.0886	91.1882	91.19385	81.51685	81.25245	81.6633	91.16375	90.325	81.9475	81.92145	81.9502	82.17185	82.13815	81.12175	82.1621	82.144	82.18025	82.13635	82.1147	82.1886	82.0721	82.03005	82.04725	82.24395	82.1303	82.0953	82.1475	81.858	80.2395	80.2274	80.2673	80.22465	80.20055	80.2351	80.18995	80.19605	80.16055	80.33565	80.2274	80.2741	80.25265	80.2777	80.3017	80.1156	80.31795	80.265	80.26655	80.2355	81.3966	81.41375	81.41805	81.192	81.3731	81.3386	81.3586	81.21555	81.4005	81.38065	81.4028	81.41555	81.35625	81.46325	81.40645	81.43585	81.4595	81.426	81.4243	81.4469	81.3718	81.4357	81.4003	81.3559	81.35075	81.401	81.458	81.3943	81.47775	81.4199	81.45415	81.4335	81.4415	81.3394	81.42965	81.3128	81.40045	81.32895	81.40205	81.44885	81.44025	81.3584	81.4723	81.51145	81.384	81.38845	81.4064	81.38945	80.31445	82.47065	84.12935	81.7141	82.14165	82.1745	87.8448	87.8448	91.13565	91.1763	81.23475	87.80805	82.1427	81.62795	87.75075
Genome_files/Sinorhizobium/Ensifer_adhaerens_M78	87.71055	87.66415	87.93675	100	83.9703	84.3905	88.0097	87.7169	81.0547	81.58475	81.59335	81.558	81.56175	81.54925	81.6205	82.08205	84.02455	81.77175	89.68605	81.55205	81.26895	83.9296	95.1139	82.0729	87.79055	87.8038	87.78165	84.25625	84.226	87.82525	84.2795	81.279	84.07995	81.17425	83.93255	87.634	83.95345	83.97955	87.63255	87.6275	84.06335	83.9545	84.01035	95.1693	83.88375	87.6725	87.66995	87.65205	87.6187	81.40085	81.1606	81.5585	87.5519	87.6305	81.93505	81.8546	81.8604	81.86835	81.93845	81.0437	82.0197	82.00665	82.09815	82.0035	81.99265	82.0192	81.9632	81.96895	82.1332	82.13935	81.9745	81.9777	82.015	81.69945	80.27365	80.3183	80.30315	80.32875	80.3421	80.26215	80.3033	80.31635	80.27755	80.347	80.3183	80.4059	80.3458	80.26435	80.3058	80.0956	80.4818	80.342	80.3132	80.3345	81.3929	81.3655	81.3477	81.1825	81.38895	81.3587	81.4208	81.16495	81.46455	81.38425	81.3842	81.422	81.32595	81.45305	81.34455	81.42915	81.394	81.41745	81.32385	81.31225	81.33895	81.33205	81.39505	81.3025	81.3627	81.4496	81.40815	81.4002	81.36315	81.3589	81.4202	81.44605	81.44885	81.34925	81.4051	81.2199	81.329	81.3809	81.3943	81.4441	81.37555	81.4079	81.37745	81.4217	81.4143	81.40045	81.38345	81.43195	80.4346	82.36515	83.9837	81.78295	81.87875	81.8801	95.24075	95.24075	87.66755	87.723	81.1261	94.9857	81.9406	81.6092	95.05885
Genome_files/Sinorhizobium/Ensifer_adhaerens_OV14	83.8138	83.84245	83.89645	83.9703	100	90.27185	83.9677	83.7078	80.6767	81.3016	81.21875	81.2897	81.21105	81.1746	81.35655	81.60995	88.69055	81.38125	83.8315	81.24695	80.7848	99.11865	83.84195	81.77355	83.77925	83.7555	83.81625	90.3753	90.41555	83.7822	90.38865	80.8295	89.03795	80.9666	98.64475	83.7644	98.6055	98.63595	83.7176	83.70835	98.66755	98.5913	98.57995	83.9693	98.6027	83.8873	83.85855	83.76005	83.7117	81.1397	80.91245	81.1735	83.6321	83.81525	81.6267	81.51545	81.6132	81.6223	81.5094	80.79295	81.7318	81.65015	81.76995	81.6328	81.7022	81.63105	81.5195	81.59655	81.74965	81.8564	81.6626	81.7088	81.68865	81.4903	80.18555	80.18555	80.2076	80.22385	80.13805	80.21165	80.1922	80.1892	80.1718	80.21815	80.18555	80.27235	80.21385	80.2372	80.2159	79.99515	80.29015	80.21185	80.18145	80.32625	81.23915	81.139	81.25865	80.9301	81.2987	81.13875	81.1083	81.0421	81.3118	81.1021	81.23275	81.2592	81.13905	81.25075	81.11545	81.2061	81.1869	81.22315	81.0739	81.24165	81.09815	81.03325	81.2923	81.0194	81.13385	81.24	81.1237	81.11905	81.0678	81.2231	81.2914	81.24905	81.28325	81.18605	81.29415	81.2252	81.1362	81.14865	81.2426	81.2363	81.1236	81.22045	81.1985	81.2672	81.28655	81.2721	81.29665	81.12985	80.37895	81.8879	89.0701	81.39555	81.56155	81.615	83.83535	83.83535	83.6816	83.7318	80.90375	83.8295	81.51255	81.23215	83.88545
Genome_files/Sinorhizobium/Ensifer_adhaerens_SD006	84.02875	84.01095	84.11875	84.3905	90.27185	100	84.1048	83.85635	80.86885	81.3216	81.3407	81.38315	81.2806	81.2452	81.41455	81.74095	88.87785	81.53035	84.0981	81.32455	80.96625	90.3088	84.263	81.83745	84.1012	84.1302	84.1093	93.696	93.7318	84.1208	93.7377	81.03505	89.01395	80.95445	90.25905	83.9252	90.2401	90.2414	83.91905	83.9461	90.24145	90.20835	90.2415	84.2068	90.235	83.9067	84.07885	83.89215	83.8431	81.1924	80.86785	81.17995	83.83545	83.9849	81.699	81.62045	81.72435	81.70995	81.63975	80.8236	81.8107	81.8149	81.85375	81.8051	81.85735	81.77605	81.63565	81.8314	81.77405	81.79225	81.6785	81.7521	81.78425	81.5297	80.2558	80.26895	80.3018	80.2601	80.2293	80.25155	80.3199	80.2869	80.2114	80.23465	80.26895	80.3088	80.2652	80.29245	80.22265	80.16045	80.3127	80.18195	80.29785	80.24735	81.05855	81.125	81.0829	80.97765	81.16195	81.15025	81.1461	80.989	81.1854	81.04555	81.15855	81.2425	81.11435	81.0965	81.0813	81.0642	81.08605	81.1116	81.1021	81.1258	81.0503	81.1306	81.1789	80.9816	81.01715	81.12465	81.1104	81.15625	81.09625	81.0986	81.06595	81.1485	81.13645	81.09555	81.05805	81.0251	81.12425	81.1709	81.18735	81.1159	81.07525	81.1429	81.10755	81.1649	81.09245	81.09445	81.1067	81.1261	80.28195	82.00145	89.0233	81.54155	81.63715	81.7015	84.17985	84.17985	83.81895	83.77675	80.9511	84.16035	81.63465	81.2843	84.2725
Genome_files/Sinorhizobium/Ensifer_adhaerens_ST2	90.4143	90.56785	92.1144	88.0097	83.9677	84.1048	100	90.5471	81.22985	81.6724	81.6547	81.68995	81.6817	81.67075	81.7045	82.14675	84.1851	81.72555	87.42625	81.68245	81.34075	83.9082	87.8642	82.197	87.55805	87.5409	87.55265	84.19515	84.18885	87.568	84.20535	81.50615	83.98315	81.3063	83.8622	90.52915	83.8678	83.86355	90.5748	90.5887	83.9504	83.95705	83.9161	87.84865	83.85845	90.5203	90.5365	90.5508	90.60625	81.48825	81.37935	81.64545	90.4984	90.1054	82.10595	82.01165	82.0436	82.22385	82.1963	81.1726	82.25195	82.15135	82.2498	82.2881	82.1443	82.1904	82.14245	82.20245	82.20975	82.30455	82.15185	82.1595	82.15515	81.8772	80.37205	80.28285	80.41075	80.4032	80.31885	80.312	80.4208	80.36795	80.2873	80.4074	80.28285	80.3962	80.42015	80.39705	80.42785	80.2796	80.423	80.44325	80.39185	80.46055	81.58225	81.4494	81.5687	81.34915	81.48085	81.4564	81.44545	81.24735	81.51935	81.4868	81.60895	81.53675	81.5348	81.5161	81.527	81.53855	81.5673	81.4791	81.5791	81.49485	81.3955	81.4865	81.4973	81.497	81.45185	81.5523	81.48515	81.4782	81.5859	81.55795	81.5053	81.55005	81.58105	81.50225	81.51575	81.39315	81.5418	81.4345	81.5425	81.5685	81.53395	81.50125	81.5008	81.527	81.55215	81.58565	81.48705	81.57575	80.4553	82.69855	84.0691	81.86435	82.2165	82.22285	87.8491	87.8491	90.54495	90.48885	81.33995	87.8147	82.2074	81.68245	87.7176
Genome_files/Sinorhizobium/Ensifer_adhaerens_WJB133_25_10	98.50205	98.6034	91.1617	87.7169	83.7078	83.85635	90.5471	100	80.94795	81.48055	81.4829	81.53475	81.44505	81.50885	81.44285	81.95325	84.00955	81.46305	87.2014	81.30295	81.17475	83.6603	87.6829	81.89465	87.37975	87.36575	87.39305	84	84.03255	87.38285	83.95525	81.18005	83.91215	81.1914	83.5807	98.60855	83.64035	83.6577	98.7924	98.7894	83.6805	83.67585	83.6951	87.66385	83.63065	98.6513	98.5848	98.7908	98.79225	81.33	81.1347	81.3259	99.1564	92.69975	81.68505	81.59215	81.6047	81.82355	81.85205	81.0621	81.93445	81.79375	81.9282	81.85445	81.8548	81.8882	81.8438	81.81765	81.89765	82.0047	81.8698	81.8852	81.8775	81.5577	80.19285	80.1437	80.14865	80.2307	80.15005	80.2225	80.2367	80.16085	80.1672	80.1824	80.1437	80.2067	80.2787	80.2059	80.15445	79.98925	80.19145	80.21015	80.23785	80.2406	81.2375	81.2702	81.2325	81.17225	81.17125	81.1646	81.24655	81.04415	81.19495	81.17965	81.2767	81.26755	81.20955	81.25665	81.21375	81.26725	81.2473	81.2538	81.20415	81.27535	81.17775	81.15265	81.2399	81.22285	81.2086	81.27905	81.2246	81.22985	81.3077	81.2949	81.2877	81.2993	81.2759	81.14705	81.2922	81.1623	81.2653	81.20025	81.19165	81.2123	81.25785	81.25345	81.16705	81.27	81.21925	81.297	81.2629	81.27695	80.18105	82.26985	83.8964	81.5037	81.83325	81.817	87.6065	87.6065	98.82165	98.76805	81.1124	87.59245	81.85025	81.44445	87.5141
Genome_files/Sinorhizobium/Ensifer_alkalisoli_YIC4027	80.9816	80.9245	81.03845	81.0547	80.6767	80.86885	81.22985	80.94795	100	82.97495	82.85925	82.96835	82.94845	82.9708	82.93355	83.1989	80.6353	82.01285	81.8538	82.8414	89.43235	80.6479	80.8355	83.1085	81.0268	81.02135	81.00145	80.9348	80.88415	80.99475	80.84345	93.8341	80.63025	82.1298	80.65835	80.83755	80.7201	80.70185	80.96385	80.9616	80.66245	80.7367	80.7406	80.9313	80.7076	80.9463	80.93	80.9881	81.0001	82.08395	81.903	82.8996	80.9424	81.00845	82.88595	82.8566	82.86555	82.92565	82.99105	81.877	83.03145	83.1264	83.0989	83.0335	83.0546	83.0784	83.13665	83.01385	83.0966	83.3391	83.01565	83.1719	83.15815	82.92715	80.94315	80.952	80.99835	81.0242	81.0209	81.01735	80.9447	80.94465	80.96055	81.0134	80.952	80.95955	80.9913	81.0112	80.98575	80.8418	81.014	80.9525	80.9824	81.04655	82.02185	82.0555	82.0597	82.0003	82.0905	82.0365	82.0037	82.4122	82.1005	82.03265	82.12755	82.0517	82.0938	82.0819	82.0831	82.0286	82.04455	82.07815	81.99405	82.02065	82.01725	81.96925	82.12825	81.97655	82.0377	82.05885	82.0371	82.1173	82.1011	82.0607	82.111	82.1424	82.08535	82.08235	82.0546	81.90745	82.06385	82.05125	82.06145	82.054	82.07605	82.08625	82.10395	82.06375	82.06445	82.0602	82.08465	82.17125	81.06265	83.67015	80.5907	83.0006	82.97395	82.9296	80.95865	80.95865	80.9075	80.8815	82.02185	80.80075	82.9955	82.9565	80.91265
Genome_files/Sinorhizobium/Ensifer_aridi_JNVU_TP6	81.47455	81.5207	81.63275	81.58475	81.3016	81.3216	81.6724	81.48055	82.97495	100	98.29665	98.6398	98.55675	98.4414	99.73445	84.4163	81.12165	83.21435	81.88495	84.13045	83.2115	81.24575	81.5411	83.8381	81.52405	81.50535	81.51865	81.4062	81.40245	81.5185	81.4112	83.21195	81.1855	83.6315	81.26445	81.4078	81.29315	81.21245	81.4679	81.4547	81.3107	81.3115	81.2891	81.5647	81.3275	81.444	81.5113	81.43865	81.4688	83.859	83.70115	94.73825	81.40935	81.4566	83.8048	83.76445	83.7266	83.8111	83.81125	83.6228	84.19775	84.23015	84.21205	84.1963	84.2018	84.29755	84.2301	83.86535	84.1451	84.22285	83.88705	84.2616	84.1956	84.3377	82.3845	82.39385	82.325	82.3623	82.409	82.3313	82.40435	82.33015	82.31925	82.42625	82.39385	82.43415	82.4145	82.3611	82.3982	82.11715	82.4228	82.44505	82.3769	82.4031	83.85915	83.82525	83.88995	83.6203	83.85	83.76615	83.77465	83.65945	83.9438	83.8062	83.9294	83.85395	83.81045	83.82775	83.82365	83.8999	83.9059	83.7632	83.885	83.86305	83.7538	83.8075	83.8979	83.89095	83.7816	83.8943	83.7839	83.9326	83.7974	83.81125	83.86355	83.87565	83.85845	83.83565	83.84735	83.6665	83.842	83.9437	83.8056	83.94845	83.80625	83.76725	83.76835	83.85015	83.83585	83.8555	83.8933	83.978	82.4524	85.6686	81.2047	85.08475	84.13235	83.8123	81.52525	81.52525	81.4242	81.48275	83.68995	81.50025	83.81115	99.01055	81.5909
